"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"280","10","34","High","7","0.08","Medium","9","-0.69","High",1,0,1,0,"565_2014-03-30"
"281","3","18","Low","8","0.29","High","7","-1.31","Medium",1,0,1,0,"566_2014-02-25"
"282","4","20","Low","1","-1.84","Low","1","-4.11","Low",0,0,0,0,"567_2013-12-22"
"283","1","11","Low","4","-0.97","Low","4","-2.09","Low",0,0,0,0,"569_2013-12-14"
"284","1","15","Low","3","-0.85","Low","3","-2.5","Low",0,0,0,0,"573_2013-04-03"
"285","3","20","Low","8","0.13","High","3","-2.3","Low",1,0,1,0,"576_2013-04-23"
"286","2","17","Low","9","0.6","High","9","-0.94","High",1,1,1,1,"579_2013-02-05"
"287","6","24","Medium","9","0.33","High","4","-2.2","Low",1,1,1,0,"581_2013-03-17"
"288","6","24","Medium","5","-0.46","Medium","5","-1.95","Medium",0,0,0,0,"584_2013-05-16"
"289","1","13","Low","1","-2.09","Low","1","-3.82","Low",0,0,0,0,"586_2013-08-07"
"290","3","19","Low","4","-0.58","Low","3","-2.35","Low",0,0,1,0,"588_2013-08-16"
"291","6","24","Medium","8","0.15","High","5","-1.87","Medium",1,1,1,1,"590_2013-02-09"
"292","1","14","Low","1","-2.34","Low","1","-3.92","Low",0,0,0,0,"594_2013-03-25"
"293","4","21","Low","8","0.14","High","5","-1.95","Medium",1,0,1,0,"597_2013-04-16"
"294","6","25","Medium","9","0.31","High","6","-1.56","Medium",0,0,1,0,"598_2013-02-13"
"295","2","17","Low","3","-0.76","Low","1","-3.04","Low",0,0,0,0,"599_2013-12-22"
"296","1","13","Low","2","-1.34","Low","2","-2.58","Low",0,0,0,0,"600_2013-04-05"
"297","3","18","Low","7","-0.12","Medium","3","-2.35","Low",1,0,1,0,"602_2013-02-01"
"298","9","33","High","8","0.24","High","7","-1.39","Medium",0,0,NA,NA,"602_2013-02-21"
"299","4","21","Low","5","-0.36","Medium","5","-1.75","Medium",0,0,0,0,"603_2013-04-05"
"300","3","20","Low","9","0.38","High","7","-1.44","Medium",0,0,1,0,"604_2013-01-01"
"301","1","11","Low","2","-1.22","Low","3","-2.4","Low",0,0,0,0,"608_2013-03-27"
"302","6","25","Medium","3","-1","Low","3","-2.53","Low",0,0,0,0,"611_2013-01-04"
"303","3","18","Low","8","0.22","High","8","-1.17","High",1,1,1,1,"612_2013-09-04"
"304","3","20","Low","2","-1.08","Low","2","-2.74","Low",0,0,0,0,"616_2013-02-07"
"305","1","12","Low","3","-0.86","Low","4","-2.18","Low",0,0,0,0,"621_2013-04-29"
"306","9","29","High","6","-0.56","Medium","2","-2.87","Low",0,0,0,0,"622_2013-06-20"
"307","1","12","Low","1","-2.64","Low","1","-4.2","Low",0,0,0,0,"623_2013-10-19"
"308","3","19","Low","7","-0.18","Medium","8","-1.25","High",0,0,0,0,"624_2013-08-24"
"309","3","19","Low","2","-1.43","Low","2","-2.6","Low",1,1,1,0,"625_2013-08-20"
"310","6","25","Medium","6","-0.22","Medium","3","-2.29","Low",0,0,0,0,"627_2013-04-19"
"311","1","11","Low","3","-0.83","Low","6","-1.72","Medium",0,0,0,0,"629_2013-10-28"
"312","3","19","Low","3","-0.98","Low","5","-1.92","Medium",0,0,0,0,"630_2014-02-09"
"313","5","22","Medium","1","-2.05","Low","1","-3.87","Low",0,0,0,0,"633_2013-04-29"
"314","1","14","Low","3","-0.9","Low","2","-2.87","Low",1,0,1,0,"635_2014-01-26"
"315","1","13","Low","5","-0.42","Medium","6","-1.72","Medium",0,0,0,0,"636_2013-01-19"
"316","3","18","Low","5","-0.37","Medium","5","-1.76","Medium",1,0,1,0,"637_2013-06-26"
"317","6","24","Medium","6","-0.28","Medium","6","-1.73","Medium",1,1,1,0,"638_2013-01-10"
"318","6","24","Medium","7","0.08","Medium","8","-1.06","High",1,1,1,0,"640_2013-08-11"
"319","1","13","Low","8","0.17","High","7","-1.34","Medium",0,0,NA,NA,"640_2014-01-25"
"320","1","14","Low","7","0","Medium","6","-1.5","Medium",0,0,0,0,"645_2013-02-14"
"321","4","21","Low","1","-1.95","Low","1","-3.9","Low",1,0,1,0,"646_2013-12-10"
"322","3","20","Low","4","-0.72","Low","3","-2.29","Low",0,0,0,0,"647_2013-01-18"
"323","1","12","Low","1","-1.46","Low","1","-3.03","Low",0,0,0,0,"649_2013-08-19"
"324","1","14","Low","4","-0.59","Low","3","-2.29","Low",0,0,0,0,"651_2013-04-12"
"325","3","18","Low","8","0.16","High","5","-1.76","Medium",1,0,1,0,"653_2013-11-13"
"326","1","14","Low","1","-1.65","Low","2","-2.67","Low",0,0,0,0,"654_2013-12-09"
"327","6","23","Medium","10","0.56","High","9","-0.96","High",1,1,1,0,"657_2014-01-19"
"328","1","13","Low","1","-1.62","Low","1","-3.11","Low",0,0,0,0,"660_2013-10-15"
"329","1","11","Low","5","-0.79","Medium","5","-1.96","Medium",0,0,0,0,"662_2013-04-26"
"330","1","14","Low","1","-1.44","Low","1","-3.1","Low",0,0,0,0,"664_2013-05-13"
"331","1","12","Low","5","-0.44","Medium","3","-2.25","Low",1,1,1,1,"668_2013-03-12"
"332","1","14","Low","2","-1.14","Low","4","-2.04","Low",1,1,1,1,"674_2013-09-24"
"333","3","20","Low","6","-0.22","Medium","4","-2.21","Low",0,0,0,0,"676_2013-11-23"
"334","1","13","Low","2","-1.59","Low","1","-3.37","Low",0,0,0,0,"678_2014-03-05"
"335","2","17","Low","1","-1.42","Low","2","-2.92","Low",0,0,0,0,"679_2013-03-19"
"336","1","14","Low","3","-0.92","Low","2","-2.59","Low",0,0,0,0,"680_2013-11-30"
"337","1","15","Low","1","-1.41","Low","2","-2.56","Low",0,0,0,0,"681_2013-12-13"
"338","1","15","Low","1","-1.42","Low","1","-3.34","Low",1,1,1,0,"686_2013-09-12"
"339","7","27","Medium","8","0.27","High","9","-0.64","High",1,1,1,1,"688_2013-04-17"
"340","1","14","Low","6","-0.28","Medium","3","-2.32","Low",1,0,1,0,"691_2013-10-16"
"341","5","23","Medium","5","-0.32","Medium","3","-2.47","Low",1,0,1,0,"693_2013-10-25"
"342","3","18","Low","4","-0.66","Low","3","-2.55","Low",1,1,1,1,"694_2014-02-16"
"343","2","17","Low","9","0.31","High","6","-1.67","Medium",1,0,1,1,"700_2013-03-05"
"344","5","22","Medium","10","0.66","High","10","-0.5","High",0,0,0,0,"701_2013-09-11"
"345","1","13","Low","1","-2.62","Low","1","-4.05","Low",0,0,0,0,"703_2013-12-12"
"346","1","13","Low","1","-2.1","Low","1","-3.59","Low",0,0,0,0,"704_2013-04-17"
"347","3","18","Low","6","-0.19","Medium","6","-1.59","Medium",0,0,1,1,"707_2013-04-20"
"348","3","18","Low","1","-2.28","Low","1","-3.34","Low",0,0,0,0,"712_2014-01-16"
"349","6","25","Medium","6","-0.22","Medium","3","-2.36","Low",1,1,1,0,"713_2013-11-24"
"350","1","13","Low","2","-1.36","Low","2","-2.69","Low",0,0,0,0,"716_2014-03-10"
"351","3","20","Low","10","1.01","High","10","-0.24","High",1,1,1,1,"718_2013-11-19"
"352","4","21","Low","10","1.05","High","10","-0.24","High",1,1,NA,NA,"718_2013-11-20"
"353","1","15","Low","1","-1.74","Low","1","-3.14","Low",0,0,0,0,"720_2013-02-04"
"354","1","14","Low","10","0.62","High","7","-1.27","Medium",0,0,0,0,"721_2013-04-27"
"355","1","13","Low","2","-1.15","Low","1","-3.26","Low",0,0,0,0,"722_2013-05-30"
"356","2","16","Low","1","-1.41","Low","1","-3.4","Low",0,0,0,0,"724_2014-02-26"
"357","1","11","Low","1","-1.79","Low","1","-3.76","Low",0,0,0,0,"727_2013-09-03"
"358","1","13","Low","1","-1.45","Low","1","-3.15","Low",1,0,1,0,"728_2013-12-23"
"359","1","13","Low","1","-2.26","Low","1","-3.92","Low",1,1,1,0,"729_2013-02-25"
"360","8","28","High","6","-0.15","Medium","4","-2.05","Low",0,0,0,0,"730_2013-05-16"
"361","3","18","Low","1","-2.46","Low","1","-4.25","Low",0,0,0,0,"731_2013-02-07"
"362","3","18","Low","4","-0.6","Low","2","-2.71","Low",0,0,0,0,"732_2013-02-06"
"363","1","14","Low","9","0.52","High","9","-0.65","High",1,1,1,1,"738_2013-11-06"
"364","1","13","Low","2","-1.23","Low","3","-2.37","Low",0,0,0,0,"743_2013-02-13"
"365","3","19","Low","7","-0.1","Medium","4","-2.16","Low",0,0,0,0,"744_2013-05-22"
"366","2","16","Low","2","-1.49","Low","2","-2.94","Low",0,0,0,0,"745_2013-09-06"
"367","3","20","Low","5","-0.49","Medium","8","-1.11","High",0,0,0,0,"746_2013-03-22"
"368","5","22","Medium","4","-0.55","Low","4","-2.18","Low",1,1,1,1,"752_2014-03-26"
"369","1","13","Low","1","-2.57","Low","1","-4.11","Low",0,0,0,0,"753_2013-02-18"
"370","1","14","Low","4","-0.72","Low","4","-2.22","Low",1,1,1,1,"754_2013-11-13"
"371","1","12","Low","1","-2.34","Low","1","-4.06","Low",0,0,0,0,"756_2013-10-11"
"372","8","28","High","5","-0.37","Medium","1","-3.42","Low",0,0,0,0,"757_2013-03-27"
"373","2","17","Low","3","-0.75","Low","3","-2.45","Low",1,0,1,0,"762_2013-02-21"
"374","7","27","Medium","3","-0.87","Low","1","-3.25","Low",1,0,0,0,"764_2013-04-21"
"375","6","25","Medium","6","-0.2","Medium","2","-2.7","Low",1,0,1,0,"765_2013-12-21"
"376","1","13","Low","5","-0.48","Medium","4","-2.06","Low",0,0,0,0,"769_2013-03-09"
"377","1","12","Low","1","-2.48","Low","1","-3.92","Low",0,0,0,0,"770_2013-04-22"
"378","5","22","Medium","3","-0.99","Low","2","-2.86","Low",0,0,0,0,"775_2014-02-03"
"379","3","20","Low","8","0.09","High","9","-0.89","High",0,0,0,0,"780_2013-05-07"
"380","5","22","Medium","5","-0.37","Medium","4","-2.06","Low",0,0,0,0,"781_2013-03-16"
"381","5","22","Medium","9","0.57","High","3","-2.54","Low",0,0,0,0,"782_2014-02-25"
"382","3","18","Low","2","-1.38","Low","2","-2.56","Low",0,0,0,0,"785_2013-10-27"
"383","4","21","Low","1","-1.79","Low","1","-3.74","Low",0,0,0,0,"786_2014-01-14"
"384","3","19","Low","4","-0.55","Low","5","-1.97","Medium",0,0,0,0,"787_2013-08-27"
"385","1","11","Low","1","-1.59","Low","2","-2.83","Low",0,0,0,0,"788_2013-11-03"
"386","1","15","Low","3","-0.94","Low","3","-2.29","Low",0,0,0,0,"789_2013-10-08"
"387","3","19","Low","4","-0.96","Low","2","-2.85","Low",0,0,0,0,"790_2013-04-23"
"388","1","12","Low","1","-1.41","Low","2","-2.56","Low",0,0,0,0,"792_2013-12-20"
"389","1","11","Low","2","-1.04","Low","3","-2.28","Low",0,0,0,0,"796_2013-04-10"
"390","10","34","High","7","-0.05","Medium","4","-2.13","Low",1,1,1,0,"798_2013-03-02"
"391","10","34","High","8","0.26","High","4","-2.13","Low",1,1,1,1,"800_2013-02-08"
"392","3","19","Low","5","-0.49","Medium","3","-2.46","Low",0,0,0,0,"803_2014-01-21"
"393","1","13","Low","2","-1.29","Low","3","-2.28","Low",0,0,0,0,"806_2013-01-02"
"394","4","21","Low","9","0.55","High","6","-1.53","Medium",0,0,0,0,"807_2013-01-20"
"395","2","17","Low","4","-0.68","Low","3","-2.32","Low",0,0,1,0,"808_2013-10-19"
"396","1","13","Low","2","-1.01","Low","1","-3.04","Low",0,0,0,0,"812_2013-08-17"
"397","6","24","Medium","5","-0.43","Medium","7","-1.48","Medium",0,0,0,0,"816_2014-03-04"
"398","1","13","Low","1","-1.68","Low","1","-3.18","Low",0,0,0,0,"817_2013-02-21"
"399","1","12","Low","3","-0.94","Low","4","-1.98","Low",0,0,0,0,"818_2013-12-08"
"400","2","17","Low","7","-0.04","Medium","2","-2.71","Low",0,0,0,0,"821_2013-04-25"
"401","9","32","High","7","0.03","Medium","6","-1.65","Medium",1,0,1,0,"823_2014-02-09"
"402","8","29","High","10","0.69","High","8","-1.2","High",1,1,1,1,"825_2013-09-09"
"403","1","15","Low","6","-0.18","Medium","9","-0.97","High",1,1,1,0,"830_2013-08-24"
"404","1","11","Low","1","-2.27","Low","1","-3.79","Low",0,0,0,0,"831_2013-03-20"
"405","3","20","Low","9","0.34","High","7","-1.41","Medium",1,0,1,0,"835_2014-03-21"
"406","4","21","Low","6","-0.24","Medium","1","-3.45","Low",1,1,1,0,"837_2013-11-17"
"407","5","23","Medium","3","-0.8","Low","1","-2.96","Low",0,0,0,0,"838_2013-01-29"
"408","3","18","Low","5","-0.4","Medium","5","-1.88","Medium",0,0,0,0,"840_2013-04-17"
"409","1","13","Low","2","-1.16","Low","3","-2.3","Low",0,0,0,0,"841_2013-12-13"
"410","7","26","Medium","6","-0.25","Medium","3","-2.44","Low",0,0,0,0,"844_2013-05-22"
"411","1","14","Low","6","-0.13","Medium","4","-2.1","Low",0,0,1,0,"847_2013-01-25"
"412","1","15","Low","1","-1.93","Low","1","-3.54","Low",0,0,0,0,"848_2013-02-04"
"413","1","14","Low","3","-0.78","Low","2","-2.56","Low",1,1,1,0,"849_2013-10-30"
"414","1","12","Low","5","-0.5","Medium","6","-1.54","Medium",1,1,1,1,"850_2013-05-15"
"415","1","13","Low","1","-2.38","Low","1","-4.08","Low",0,0,0,0,"851_2014-01-31"
"416","5","22","Medium","3","-0.87","Low","2","-2.91","Low",0,0,0,0,"853_2013-02-03"
"417","1","13","Low","1","-2.12","Low","1","-3.48","Low",0,0,0,0,"855_2013-05-27"
"418","6","25","Medium","6","-0.2","Medium","4","-2.01","Low",0,0,0,0,"856_2013-10-22"
"419","2","17","Low","8","0.26","High","9","-0.83","High",1,1,1,1,"857_2014-02-25"
"420","1","11","Low","3","-1.12","Low","3","-2.54","Low",0,0,0,0,"858_2013-11-06"
"421","1","15","Low","5","-0.4","Medium","7","-1.42","Medium",0,0,0,0,"859_2013-04-24"
"422","5","22","Medium","4","-0.64","Low","1","-3.08","Low",0,0,0,0,"863_2013-09-15"
"423","2","17","Low","8","0.29","High","4","-2.04","Low",0,0,0,0,"864_2013-04-25"
"424","3","19","Low","4","-0.54","Low","9","-0.91","High",1,0,1,0,"867_2013-12-22"
"425","6","24","Medium","3","-0.82","Low","6","-1.68","Medium",0,0,0,0,"869_2013-09-07"
"426","3","18","Low","1","-2.2","Low","1","-3.67","Low",0,0,0,0,"871_2013-02-06"
"427","5","22","Medium","7","0.05","Medium","5","-1.82","Medium",0,0,1,0,"872_2014-01-24"
"428","1","15","Low","6","-0.17","Medium","6","-1.65","Medium",0,0,0,0,"874_2013-03-06"
"429","1","11","Low","3","-1.12","Low","3","-2.32","Low",0,0,0,0,"875_2013-05-28"
"430","2","17","Low","7","-0.1","Medium","8","-1.05","High",0,0,0,0,"877_2013-12-11"
"431","3","20","Low","1","-2.45","Low","1","-4.09","Low",0,0,0,0,"880_2013-08-13"
"432","4","21","Low","1","-2.41","Low","1","-3.93","Low",1,0,1,0,"881_2014-01-21"
"433","3","20","Low","1","-2.08","Low","1","-4.01","Low",1,0,1,0,"884_2013-08-14"
"434","1","13","Low","1","-1.95","Low","1","-3.54","Low",0,0,0,0,"886_2013-08-21"
"435","3","18","Low","6","-0.21","Medium","6","-1.66","Medium",1,1,1,1,"887_2013-03-04"
"436","1","11","Low","3","-1.27","Low","4","-2.16","Low",0,0,0,0,"888_2014-01-22"
"437","3","20","Low","6","-0.14","Medium","5","-1.94","Medium",1,0,1,0,"890_2013-12-07"
"438","8","30","High","7","-0.02","Medium","5","-1.93","Medium",0,0,0,0,"892_2014-01-10"
"439","5","23","Medium","1","-1.49","Low","2","-2.92","Low",0,0,0,0,"893_2013-02-25"
"440","1","13","Low","3","-0.96","Low","4","-2.12","Low",0,0,1,1,"899_2013-03-17"
"441","1","14","Low","7","-0.22","Medium","5","-1.76","Medium",0,0,0,0,"900_2013-11-04"
"442","1","12","Low","2","-1.18","Low","3","-2.44","Low",0,0,0,0,"901_2013-01-13"
"443","1","13","Low","1","-1.43","Low","1","-3.01","Low",0,0,0,0,"905_2013-07-23"
"444","1","15","Low","5","-0.67","Medium","5","-1.93","Medium",0,0,0,0,"906_2013-09-22"
"445","6","24","Medium","8","0.19","High","3","-2.52","Low",1,0,1,0,"913_2013-07-12"
"446","1","15","Low","2","-1.34","Low","1","-3","Low",0,0,0,0,"916_2013-01-18"
"447","1","11","Low","1","-1.72","Low","1","-3.24","Low",0,0,0,0,"918_2013-04-16"
"448","2","17","Low","7","-0.09","Medium","4","-2.06","Low",0,0,0,0,"921_2013-03-04"
"449","4","21","Low","1","-1.82","Low","1","-3.63","Low",0,0,0,0,"923_2013-11-06"
"450","1","11","Low","1","-2.61","Low","1","-4.28","Low",0,0,0,0,"924_2013-10-09"
"451","2","17","Low","1","-1.73","Low","1","-3.46","Low",0,0,0,0,"925_2013-04-18"
"452","1","15","Low","1","-1.39","Low","1","-3.26","Low",0,0,0,0,"927_2013-09-06"
"453","5","22","Medium","5","-0.32","Medium","4","-2.13","Low",1,1,1,1,"934_2013-04-09"
"454","3","19","Low","1","-2.13","Low","1","-3.94","Low",0,0,0,0,"935_2013-12-01"
"455","3","20","Low","5","-0.32","Medium","3","-2.49","Low",1,1,1,1,"937_2013-12-25"
"456","2","17","Low","3","-0.82","Low","2","-2.7","Low",0,0,0,0,"944_2014-01-03"
"457","3","19","Low","10","0.88","High","9","-0.7","High",0,0,0,0,"947_2013-02-24"
"458","4","20","Low","5","-0.67","Medium","6","-1.71","Medium",0,0,0,0,"948_2013-01-20"
"459","1","15","Low","10","0.83","High","8","-1","High",0,0,0,0,"950_2013-05-24"
"460","3","18","Low","1","-1.7","Low","1","-3.06","Low",0,0,0,0,"951_2013-10-01"
"461","1","12","Low","1","-1.59","Low","1","-3.02","Low",0,0,0,0,"953_2014-03-10"
"462","7","27","Medium","6","-0.28","Medium","3","-2.32","Low",1,0,1,0,"955_2013-04-08"
"463","1","13","Low","2","-1.38","Low","2","-2.91","Low",0,0,0,0,"958_2013-02-08"
"464","4","21","Low","7","-0.1","Medium","4","-2.01","Low",1,0,1,0,"960_2013-03-22"
"465","5","23","Medium","9","0.36","High","7","-1.34","Medium",0,0,0,0,"962_2013-08-24"
"466","1","14","Low","5","-0.35","Medium","3","-2.25","Low",0,0,0,0,"963_2013-12-25"
"467","1","12","Low","5","-0.41","Medium","5","-1.83","Medium",1,0,1,0,"964_2013-04-25"
"468","1","14","Low","7","0","Medium","7","-1.31","Medium",0,0,NA,NA,"964_2013-08-20"
"469","1","12","Low","1","-1.75","Low","1","-3.25","Low",0,0,0,0,"965_2014-02-06"
"470","3","19","Low","9","0.57","High","6","-1.73","Medium",1,1,1,0,"967_2013-04-09"
"471","7","26","Medium","9","0.58","High","7","-1.48","Medium",0,0,0,0,"969_2013-02-06"
"472","3","18","Low","6","-0.3","Medium","1","-3.15","Low",0,0,0,0,"970_2014-03-18"
"473","1","13","Low","3","-0.84","Low","5","-1.78","Medium",0,0,0,0,"975_2014-02-27"
"474","3","19","Low","8","0.04","High","6","-1.73","Medium",0,0,0,0,"977_2013-12-05"
"475","1","14","Low","2","-1.1","Low","2","-2.82","Low",1,0,0,0,"978_2013-01-15"
"476","4","21","Low","6","-0.28","Medium","6","-1.7","Medium",1,0,NA,NA,"983_2014-02-19"
"477","3","18","Low","8","0.19","High","3","-2.29","Low",1,0,1,0,"987_2014-02-22"
"478","2","17","Low","6","-0.39","Medium","2","-2.59","Low",0,0,0,0,"988_2013-04-14"
"479","9","32","High","6","-0.4","Medium","4","-2.19","Low",0,0,0,0,"990_2014-01-09"
"480","6","25","Medium","2","-1.07","Low","1","-3.3","Low",1,0,1,0,"993_2013-07-19"
"481","6","24","Medium","8","0.13","High","8","-1.16","High",1,0,1,0,"995_2013-11-23"
"482","1","13","Low","4","-0.64","Low","6","-1.64","Medium",1,0,1,0,"996_2014-02-03"
"483","5","22","Medium","9","0.42","High","5","-1.74","Medium",0,0,0,0,"1001_2014-02-03"
"484","1","12","Low","6","-0.26","Medium","4","-2.06","Low",1,0,1,0,"1004_2013-10-29"
"485","6","24","Medium","2","-1.31","Low","1","-3.09","Low",1,1,1,1,"1005_2014-04-11"
"486","5","22","Medium","4","-0.68","Low","3","-2.54","Low",0,0,0,0,"1006_2014-01-19"
"487","8","28","High","3","-1.28","Low","2","-2.86","Low",0,0,0,0,"1007_2013-08-05"
"488","1","11","Low","1","-2.59","Low","1","-4.14","Low",0,0,0,0,"1008_2013-06-17"
"489","2","16","Low","1","-2.18","Low","1","-3.79","Low",0,0,0,0,"1009_2013-11-05"
"490","5","23","Medium","5","-0.38","Medium","7","-1.46","Medium",0,0,0,0,"1014_2013-12-12"
"491","5","22","Medium","4","-0.72","Low","2","-2.8","Low",0,0,0,0,"1015_2014-01-22"
"492","6","24","Medium","9","0.46","High","8","-1.19","High",1,1,1,1,"1016_2013-04-15"
"493","8","28","High","9","0.59","High","8","-1.04","High",1,0,NA,NA,"1016_2013-05-11"
"494","1","13","Low","1","-2.35","Low","1","-3.96","Low",0,0,0,0,"1020_2014-02-02"
"495","2","16","Low","1","-1.75","Low","1","-3.13","Low",0,0,0,0,"1022_2014-01-31"
"496","1","14","Low","2","-1.33","Low","2","-2.69","Low",0,0,0,0,"1024_2013-09-27"
"497","2","16","Low","7","-0.05","Medium","2","-2.74","Low",1,1,1,1,"1025_2013-10-14"
"498","1","15","Low","9","0.59","High","8","-1.01","High",0,0,0,0,"1027_2013-04-04"
"499","1","11","Low","2","-1.39","Low","2","-2.7","Low",0,0,0,0,"1030_2013-04-26"
"500","4","21","Low","9","0.38","High","4","-2.13","Low",1,0,1,0,"1032_2013-09-23"
"501","3","18","Low","10","0.66","High","9","-0.74","High",1,1,1,1,"1034_2013-01-14"
"502","2","16","Low","4","-0.63","Low","3","-2.27","Low",0,0,0,0,"1036_2013-04-27"
"503","1","12","Low","6","-0.27","Medium","6","-1.68","Medium",1,1,1,1,"1037_2013-05-24"
"504","2","16","Low","5","-0.36","Medium","2","-2.84","Low",0,0,0,0,"1044_2013-09-25"
"505","4","21","Low","8","0.1","High","5","-1.81","Medium",1,0,1,0,"1048_2013-10-09"
"506","7","27","Medium","1","-1.6","Low","1","-3.64","Low",0,0,0,0,"1049_2013-05-03"
"507","1","13","Low","2","-1.3","Low","1","-2.96","Low",1,0,1,0,"1051_2013-03-18"
"508","2","16","Low","6","-0.13","Medium","4","-1.98","Low",0,0,0,0,"1059_2013-09-21"
"509","3","18","Low","1","-1.56","Low","1","-3.45","Low",0,0,0,0,"1060_2013-12-19"
"510","1","13","Low","1","-2.19","Low","1","-3.71","Low",0,0,0,0,"1061_2013-02-27"
"511","6","24","Medium","3","-0.8","Low","5","-1.95","Medium",0,0,0,0,"1062_2013-03-24"
"512","5","22","Medium","8","0.1","High","7","-1.32","Medium",1,1,1,1,"1065_2013-08-22"
"513","1","14","Low","2","-1.08","Low","1","-3.25","Low",0,0,0,0,"1066_2013-02-12"
"514","2","16","Low","1","-1.54","Low","3","-2.54","Low",0,0,0,0,"1072_2014-02-02"
"515","1","13","Low","4","-0.74","Low","5","-1.86","Medium",0,0,0,0,"1073_2014-02-10"
"516","2","16","Low","8","0.18","High","8","-1.09","High",0,0,0,0,"1074_2014-03-15"
"517","7","27","Medium","6","-0.19","Medium","2","-2.93","Low",0,0,0,0,"1075_2013-12-29"
"518","9","30","High","8","-0.09","High","1","-3.07","Low",0,0,0,0,"1076_2013-02-12"
"519","1","13","Low","5","-0.39","Medium","4","-1.99","Low",1,1,1,0,"1077_2013-02-05"
"520","5","23","Medium","1","-1.48","Low","2","-2.85","Low",1,1,1,1,"1079_2013-07-09"
"521","8","29","High","8","0.17","High","6","-1.59","Medium",1,0,1,0,"1082_2013-09-29"
"522","3","19","Low","1","-1.88","Low","1","-3.57","Low",0,0,0,0,"1084_2013-04-29"
"523","1","14","Low","5","-0.45","Medium","7","-1.31","Medium",0,0,0,0,"1086_2014-02-28"
"524","1","14","Low","1","-1.78","Low","1","-3.5","Low",0,0,0,0,"1088_2013-01-10"
"525","1","13","Low","1","-1.63","Low","1","-3.17","Low",1,0,1,0,"1089_2013-10-29"
"526","3","19","Low","8","0.28","High","8","-1.11","High",0,0,0,0,"1091_2013-02-12"
"527","9","31","High","10","0.76","High","5","-1.77","Medium",0,0,0,0,"1092_2013-08-08"
"528","1","11","Low","2","-1.11","Low","5","-1.77","Medium",0,0,0,0,"1093_2013-01-14"
"529","2","16","Low","1","-2.7","Low","1","-4.32","Low",0,0,0,0,"1096_2013-01-08"
"530","4","21","Low","3","-1.28","Low","1","-3.43","Low",0,0,0,0,"1101_2014-02-03"
"531","3","20","Low","7","-0.12","Medium","4","-2.02","Low",0,0,0,0,"1102_2013-03-27"
"532","1","12","Low","8","0.11","High","5","-1.8","Medium",0,0,0,0,"1103_2013-11-12"
"533","2","16","Low","4","-0.71","Low","6","-1.58","Medium",1,0,1,0,"1107_2013-04-26"
